67	46	35	41	33	68	99	80	66	43	43	23	80	92	107	72	79	93	75	183	175	53	56	63	68	57	89	124	56	73	42	37	32	26	57	92	61	32	34	36	43	56	97	95	77	64	42	37	54
5	5	12	15	21	26	39	30	47	59	37	29	37	39	76	165	155	90	43	51	26	70	157	63	20	39	57	21	66	167	97	21	41	52	35	30	42	57	51	41	52	52	13	10	30	32	48	32	13
20	20	10	27	40	28	28	26	50	14	20	18	15	29	15	32	101	76	30	12	11	21	84	166	174	74	19	10	25	119	119	123	112	33	10	7	73	48	17	21	12	8	5	43	27	6	5	8	11
46	58	150	112	68	39	38	85	101	138	128	111	40	20	66	58	99	162	135	46	32	47	67	111	201	172	120	67	53	65	74	153	185	168	95	37	56	80	151	189	103	58	54	101	53	60	80	82	58
60	114	105	52	110	136	99	48	88	76	39	91	112	105	69	81	75	68	57	69	137	120	155	59	29	12	16	48	68	160	39	8	9	10	9	78	200	79	9	27	29	15	53	110	44	21	40	54	87
4	7	41	52	19	8	10	11	23	137	153	40	27	21	19	25	54	73	45	20	17	10	19	31	26	14	3	4	18	128	102	50	31	20	14	21	49	30	14	16	11	5	5	5	5	2	2	3	7
54	32	55	53	74	74	99	20	22	60	99	89	81	56	114	144	140	97	52	69	62	46	82	43	30	16	36	42	39	68	57	28	36	30	28	112	153	144	99	118	64	41	75	137	152	82	59	61	85
49	99	74	67	112	119	77	74	119	49	51	81	100	74	18	49	14	19	34	34	32	6	24	10	6	4	25	14	11	28	20	40	90	42	10	21	18	27	100	140	24	7	53	28	88	89	34	18	37
43	37	50	86	83	93	88	89	107	147	105	76	80	81	124	179	154	98	80	80	62	54	127	98	74	85	81	63	34	72	75	58	67	71	40	43	56	39	33	86	98	48	40	52	39	41	154	111	52
95	87	49	28	46	48	75	12	18	7	7	24	28	25	9	8	1	6	14	35	16	10	32	29	28	44	27	15	12	54	67	46	38	23	11	12	76	74	23	25	16	12	40	149	112	30	13	8	31
86	98	51	57	64	67	64	66	76	43	58	82	88	73	48	58	33	37	45	70	35	50	48	38	39	38	41	34	172	128	180	150	79	42	34	44	25	88	121	82	54	53	48	27	51	65	38	32	56
43	38	38	34	45	30	37	36	48	36	40	36	22	38	20	58	54	59	49	9	34	17	72	72	74	80	45	58	36	128	115	100	137	106	71	60	154	190	115	82	74	63	55	60	80	85	66	45	67
80	94	82	98	113	114	68	88	91	88	127	200	174	100	77	110	96	85	112	80	50	54	70	73	79	82	53	34	96	90	103	101	75	46	47	31	16	37	52	48	38	51	36	15	29	34	31	37	48
7	3	3	4	4	3	3	4	3	13	24	16	2	1	3	3	33	48	30	11	2	28	16	7	9	47	33	5	94	179	119	48	65	51	28	24	56	79	92	78	115	81	1	2	5	24	79	63	11
17	17	23	63	128	47	11	12	43	29	76	99	82	19	3	14	16	133	188	185	31	2	6	8	52	74	39	5	6	12	4	3	2	1	2	6	27	11	1	1	4	6	3	13	16	8	3	3	3
19	14	10	5	9	17	26	9	7	3	3	10	15	15	11	10	10	9	30	23	35	33	56	84	43	85	74	75	41	161	119	56	95	83	125	74	176	155	76	66	70	89	119	161	116	63	72	104	107
58	71	133	161	110	112	88	29	58	77	112	161	160	105	35	48	87	92	78	72	59	42	50	81	104	63	54	36	36	96	69	47	80	59	40	29	65	33	30	79	64	41	35	41	25	33	73	96	56
35	49	143	77	61	52	25	40	34	69	76	85	61	30	33	29	39	55	58	43	60	8	11	29	62	57	42	48	6	11	14	52	54	26	22	30	48	32	34	36	10	9	34	46	24	26	28	14	25
81	26	10	15	21	26	41	44	7	6	15	14	4	5	46	14	12	19	33	19	22	28	21	14	32	56	41	46	25	63	26	24	36	51	32	20	41	26	14	19	103	67	13	14	20	20	55	55	42
47	50	54	96	143	82	36	52	126	67	82	92	54	22	22	74	55	88	61	40	19	21	89	61	58	28	14	9	34	60	33	16	12	7	17	47	123	47	18	39	36	43	83	89	78	91	50	46	93
5	6	27	31	12	10	7	2	6	95	174	65	59	22	1	4	38	145	136	129	35	1	7	13	56	67	41	14	4	15	9	7	9	17	10	2	4	6	8	13	15	9	1	1	1	2	2	3	7
78	97	95	72	74	66	90	101	135	138	113	94	57	56	66	65	73	79	97	86	93	83	103	99	102	120	119	146	72	69	44	56	69	143	196	93	45	7	8	59	165	150	113	50	18	13	29	58	57
1	1	1	2	1	1	1	6	1	1	6	11	6	1	41	43	1	4	15	10	1	26	74	2	1	7	18	1	9	112	23	1	6	4	1	13	135	128	13	2	1	1	5	45	134	44	9	2	1
15	25	74	92	49	55	38	2	17	44	44	38	34	46	28	94	131	80	23	28	17	66	48	70	137	77	61	15	106	73	70	72	80	64	7	83	117	107	144	152	83	15	42	74	85	183	179	108	33
